,path,target
535,BrainMRI/Training/glioma/Tr-gl_0504.jpg,glioma
304,BrainMRI/Training/glioma/Tr-gl_0350.jpg,glioma
785,BrainMRI/Training/glioma/Tr-gl_1083.jpg,glioma
514,BrainMRI/Training/glioma/Tr-gl_0872.jpg,glioma
2534,BrainMRI/Training/meningioma/Tr-me_0689.jpg,meningioma
2133,BrainMRI/Training/meningioma/Tr-me_0187.jpg,meningioma
3704,BrainMRI/Training/pituitary/Tr-pi_0874.jpg,pituitary
5658,BrainMRI/Training/notumor/Tr-no_0512.jpg,notumor
4718,BrainMRI/Training/notumor/Tr-no_0237.jpg,notumor
1742,BrainMRI/Training/meningioma/Tr-me_0907.jpg,meningioma
2839,BrainMRI/Training/pituitary/Tr-pi_0207.jpg,pituitary
5045,BrainMRI/Training/notumor/Tr-no_1278.jpg,notumor
3316,BrainMRI/Training/pituitary/Tr-pi_1223.jpg,pituitary
5428,BrainMRI/Training/notumor/Tr-no_0997.jpg,notumor
3868,BrainMRI/Training/pituitary/Tr-pi_0776.jpg,pituitary
2697,BrainMRI/Training/pituitary/Tr-pi_1208.jpg,pituitary
4696,BrainMRI/Training/notumor/Tr-no_1361.jpg,notumor
1892,BrainMRI/Training/meningioma/Tr-me_1099.jpg,meningioma
4461,BrainMRI/Training/notumor/Tr-no_0933.jpg,notumor
1254,BrainMRI/Training/glioma/Tr-gl_1067.jpg,glioma
1617,BrainMRI/Training/meningioma/Tr-me_0790.jpg,meningioma
434,BrainMRI/Training/glioma/Tr-gl_0656.jpg,glioma
517,BrainMRI/Training/glioma/Tr-gl_0480.jpg,glioma
5354,BrainMRI/Training/notumor/Tr-no_1022.jpg,notumor
5460,BrainMRI/Training/notumor/Tr-no_1134.jpg,notumor
2050,BrainMRI/Training/meningioma/Tr-me_0074.jpg,meningioma
1678,BrainMRI/Training/meningioma/Tr-me_0663.jpg,meningioma
345,BrainMRI/Training/glioma/Tr-gl_0968.jpg,glioma
1128,BrainMRI/Training/glioma/Tr-gl_0942.jpg,glioma
4514,BrainMRI/Training/notumor/Tr-no_0492.jpg,notumor
4091,BrainMRI/Training/pituitary/Tr-pi_0088.jpg,pituitary
4169,BrainMRI/Training/notumor/Tr-no_1129.jpg,notumor
2152,BrainMRI/Training/meningioma/Tr-me_0056.jpg,meningioma
3790,BrainMRI/Training/pituitary/Tr-pi_1415.jpg,pituitary
4337,BrainMRI/Training/notumor/Tr-no_0172.jpg,notumor
5521,BrainMRI/Training/notumor/Tr-no_0360.jpg,notumor
99,BrainMRI/Training/glioma/Tr-gl_1276.jpg,glioma
2489,BrainMRI/Training/meningioma/Tr-me_0468.jpg,meningioma
3204,BrainMRI/Training/pituitary/Tr-pi_1265.jpg,pituitary
4000,BrainMRI/Training/pituitary/Tr-pi_1130.jpg,pituitary
2579,BrainMRI/Training/meningioma/Tr-me_0190.jpg,meningioma
104,BrainMRI/Training/glioma/Tr-gl_0927.jpg,glioma
4329,BrainMRI/Training/notumor/Tr-no_1468.jpg,notumor
4421,BrainMRI/Training/notumor/Tr-no_1520.jpg,notumor
3499,BrainMRI/Training/pituitary/Tr-pi_1424.jpg,pituitary
3170,BrainMRI/Training/pituitary/Tr-pi_0310.jpg,pituitary
1092,BrainMRI/Training/glioma/Tr-gl_0146.jpg,glioma
3884,BrainMRI/Training/pituitary/Tr-pi_0971.jpg,pituitary
3684,BrainMRI/Training/pituitary/Tr-pi_0561.jpg,pituitary
725,BrainMRI/Training/glioma/Tr-gl_0492.jpg,glioma
741,BrainMRI/Training/glioma/Tr-gl_0801.jpg,glioma
2788,BrainMRI/Training/pituitary/Tr-pi_1003.jpg,pituitary
1275,BrainMRI/Training/glioma/Tr-gl_0267.jpg,glioma
4954,BrainMRI/Training/notumor/Tr-no_0838.jpg,notumor
3120,BrainMRI/Training/pituitary/Tr-pi_0669.jpg,pituitary
1392,BrainMRI/Training/meningioma/Tr-me_1131.jpg,meningioma
2859,BrainMRI/Training/pituitary/Tr-pi_1338.jpg,pituitary
4510,BrainMRI/Training/notumor/Tr-no_1094.jpg,notumor
2144,BrainMRI/Training/meningioma/Tr-me_0673.jpg,meningioma
4294,BrainMRI/Training/notumor/Tr-no_0116.jpg,notumor
4585,BrainMRI/Training/notumor/Tr-no_0121.jpg,notumor
692,BrainMRI/Training/glioma/Tr-gl_0842.jpg,glioma
1337,BrainMRI/Training/meningioma/Tr-me_1007.jpg,meningioma
3799,BrainMRI/Training/pituitary/Tr-pi_1037.jpg,pituitary
5233,BrainMRI/Training/notumor/Tr-no_0108.jpg,notumor
466,BrainMRI/Training/glioma/Tr-gl_0239.jpg,glioma
1878,BrainMRI/Training/meningioma/Tr-me_1166.jpg,meningioma
2779,BrainMRI/Training/pituitary/Tr-pi_0559.jpg,pituitary
5012,BrainMRI/Training/notumor/Tr-no_0203.jpg,notumor
2371,BrainMRI/Training/meningioma/Tr-me_0838.jpg,meningioma
2201,BrainMRI/Training/meningioma/Tr-me_0105.jpg,meningioma
1580,BrainMRI/Training/meningioma/Tr-me_0678.jpg,meningioma
1192,BrainMRI/Training/glioma/Tr-gl_0219.jpg,glioma
3450,BrainMRI/Training/pituitary/Tr-pi_1272.jpg,pituitary
3261,BrainMRI/Training/pituitary/Tr-pi_0208.jpg,pituitary
2917,BrainMRI/Training/pituitary/Tr-pi_1329.jpg,pituitary
4330,BrainMRI/Training/notumor/Tr-no_1294.jpg,notumor
3306,BrainMRI/Training/pituitary/Tr-pi_0866.jpg,pituitary
156,BrainMRI/Training/glioma/Tr-gl_1132.jpg,glioma
2698,BrainMRI/Training/pituitary/Tr-pi_1199.jpg,pituitary
1426,BrainMRI/Training/meningioma/Tr-me_0519.jpg,meningioma
1992,BrainMRI/Training/meningioma/Tr-me_0837.jpg,meningioma
2019,BrainMRI/Training/meningioma/Tr-me_1317.jpg,meningioma
2899,BrainMRI/Training/pituitary/Tr-pi_0121.jpg,pituitary
2812,BrainMRI/Training/pituitary/Tr-pi_1312.jpg,pituitary
1927,BrainMRI/Training/meningioma/Tr-me_0363.jpg,meningioma
2096,BrainMRI/Training/meningioma/Tr-me_0461.jpg,meningioma
3863,BrainMRI/Training/pituitary/Tr-pi_1057.jpg,pituitary
3502,BrainMRI/Training/pituitary/Tr-pi_0511.jpg,pituitary
4700,BrainMRI/Training/notumor/Tr-no_0295.jpg,notumor
3119,BrainMRI/Training/pituitary/Tr-pi_0307.jpg,pituitary
3210,BrainMRI/Training/pituitary/Tr-pi_0954.jpg,pituitary
3293,BrainMRI/Training/pituitary/Tr-pi_1024.jpg,pituitary
2869,BrainMRI/Training/pituitary/Tr-pi_0153.jpg,pituitary
273,BrainMRI/Training/glioma/Tr-gl_0705.jpg,glioma
5599,BrainMRI/Training/notumor/Tr-no_0572.jpg,notumor
368,BrainMRI/Training/glioma/Tr-gl_0969.jpg,glioma
3465,BrainMRI/Training/pituitary/Tr-pi_1128.jpg,pituitary
1541,BrainMRI/Training/meningioma/Tr-me_0886.jpg,meningioma
4197,BrainMRI/Training/notumor/Tr-no_0474.jpg,notumor
1059,BrainMRI/Training/glioma/Tr-gl_0603.jpg,glioma
3064,BrainMRI/Training/pituitary/Tr-pi_1435.jpg,pituitary
3628,BrainMRI/Training/pituitary/Tr-pi_0519.jpg,pituitary
759,BrainMRI/Training/glioma/Tr-gl_0669.jpg,glioma
293,BrainMRI/Training/glioma/Tr-gl_1001.jpg,glioma
454,BrainMRI/Training/glioma/Tr-gl_0992.jpg,glioma
4805,BrainMRI/Training/notumor/Tr-no_0184.jpg,notumor
5708,BrainMRI/Training/notumor/Tr-no_0573.jpg,notumor
59,BrainMRI/Training/glioma/Tr-gl_1286.jpg,glioma
479,BrainMRI/Training/glioma/Tr-gl_0570.jpg,glioma
3147,BrainMRI/Training/pituitary/Tr-pi_0422.jpg,pituitary
4233,BrainMRI/Training/notumor/Tr-no_0717.jpg,notumor
3379,BrainMRI/Training/pituitary/Tr-pi_0026.jpg,pituitary
1182,BrainMRI/Training/glioma/Tr-gl_0574.jpg,glioma
4799,BrainMRI/Training/notumor/Tr-no_0270.jpg,notumor
2818,BrainMRI/Training/pituitary/Tr-pi_1071.jpg,pituitary
5164,BrainMRI/Training/notumor/Tr-no_0993.jpg,notumor
5019,BrainMRI/Training/notumor/Tr-no_1223.jpg,notumor
4865,BrainMRI/Training/notumor/Tr-no_0366.jpg,notumor
2622,BrainMRI/Training/meningioma/Tr-me_1243.jpg,meningioma
1181,BrainMRI/Training/glioma/Tr-gl_0240.jpg,glioma
1779,BrainMRI/Training/meningioma/Tr-me_0374.jpg,meningioma
4068,BrainMRI/Training/pituitary/Tr-pi_1383.jpg,pituitary
1574,BrainMRI/Training/meningioma/Tr-me_0416.jpg,meningioma
4399,BrainMRI/Training/notumor/Tr-no_0206.jpg,notumor
2701,BrainMRI/Training/pituitary/Tr-pi_1277.jpg,pituitary
4361,BrainMRI/Training/notumor/Tr-no_0744.jpg,notumor
5315,BrainMRI/Training/notumor/Tr-no_0879.jpg,notumor
1524,BrainMRI/Training/meningioma/Tr-me_0142.jpg,meningioma
424,BrainMRI/Training/glioma/Tr-gl_0897.jpg,glioma
4828,BrainMRI/Training/notumor/Tr-no_1056.jpg,notumor
4734,BrainMRI/Training/notumor/Tr-no_1295.jpg,notumor
3129,BrainMRI/Training/pituitary/Tr-pi_0672.jpg,pituitary
2850,BrainMRI/Training/pituitary/Tr-pi_0235.jpg,pituitary
2504,BrainMRI/Training/meningioma/Tr-me_1228.jpg,meningioma
2492,BrainMRI/Training/meningioma/Tr-me_1010.jpg,meningioma
4255,BrainMRI/Training/notumor/Tr-no_0391.jpg,notumor
768,BrainMRI/Training/glioma/Tr-gl_0342.jpg,glioma
3929,BrainMRI/Training/pituitary/Tr-pi_0750.jpg,pituitary
1961,BrainMRI/Training/meningioma/Tr-me_0045.jpg,meningioma
3081,BrainMRI/Training/pituitary/Tr-pi_0427.jpg,pituitary
3514,BrainMRI/Training/pituitary/Tr-pi_0234.jpg,pituitary
2253,BrainMRI/Training/meningioma/Tr-me_0540.jpg,meningioma
580,BrainMRI/Training/glioma/Tr-gl_1057.jpg,glioma
1487,BrainMRI/Training/meningioma/Tr-me_0276.jpg,meningioma
895,BrainMRI/Training/glioma/Tr-gl_0292.jpg,glioma
5040,BrainMRI/Training/notumor/Tr-no_0646.jpg,notumor
3858,BrainMRI/Training/pituitary/Tr-pi_0663.jpg,pituitary
1518,BrainMRI/Training/meningioma/Tr-me_0486.jpg,meningioma
1695,BrainMRI/Training/meningioma/Tr-me_0942.jpg,meningioma
4577,BrainMRI/Training/notumor/Tr-no_0684.jpg,notumor
103,BrainMRI/Training/glioma/Tr-gl_0619.jpg,glioma
2677,BrainMRI/Training/pituitary/Tr-pi_0172.jpg,pituitary
1281,BrainMRI/Training/glioma/Tr-gl_0833.jpg,glioma
4756,BrainMRI/Training/notumor/Tr-no_0565.jpg,notumor
1033,BrainMRI/Training/glioma/Tr-gl_0725.jpg,glioma
770,BrainMRI/Training/glioma/Tr-gl_0691.jpg,glioma
1290,BrainMRI/Training/glioma/Tr-gl_0422.jpg,glioma
4295,BrainMRI/Training/notumor/Tr-no_0423.jpg,notumor
31,BrainMRI/Training/glioma/Tr-gl_1050.jpg,glioma
3792,BrainMRI/Training/pituitary/Tr-pi_0504.jpg,pituitary
1220,BrainMRI/Training/glioma/Tr-gl_1164.jpg,glioma
4252,BrainMRI/Training/notumor/Tr-no_0575.jpg,notumor
2714,BrainMRI/Training/pituitary/Tr-pi_0862.jpg,pituitary
4609,BrainMRI/Training/notumor/Tr-no_1131.jpg,notumor
160,BrainMRI/Training/glioma/Tr-gl_1247.jpg,glioma
1750,BrainMRI/Training/meningioma/Tr-me_0555.jpg,meningioma
2999,BrainMRI/Training/pituitary/Tr-pi_1072.jpg,pituitary
3157,BrainMRI/Training/pituitary/Tr-pi_0090.jpg,pituitary
1370,BrainMRI/Training/meningioma/Tr-me_0618.jpg,meningioma
1025,BrainMRI/Training/glioma/Tr-gl_0427.jpg,glioma
3328,BrainMRI/Training/pituitary/Tr-pi_0451.jpg,pituitary
2285,BrainMRI/Training/meningioma/Tr-me_0394.jpg,meningioma
4619,BrainMRI/Training/notumor/Tr-no_0193.jpg,notumor
1011,BrainMRI/Training/glioma/Tr-gl_1017.jpg,glioma
1384,BrainMRI/Training/meningioma/Tr-me_0122.jpg,meningioma
1066,BrainMRI/Training/glioma/Tr-gl_0175.jpg,glioma
3414,BrainMRI/Training/pituitary/Tr-pi_0029.jpg,pituitary
3970,BrainMRI/Training/pituitary/Tr-pi_1139.jpg,pituitary
2385,BrainMRI/Training/meningioma/Tr-me_0968.jpg,meningioma
1378,BrainMRI/Training/meningioma/Tr-me_1082.jpg,meningioma
622,BrainMRI/Training/glioma/Tr-gl_0100.jpg,glioma
2712,BrainMRI/Training/pituitary/Tr-pi_0811.jpg,pituitary
5620,BrainMRI/Training/notumor/Tr-no_1260.jpg,notumor
2916,BrainMRI/Training/pituitary/Tr-pi_0024.jpg,pituitary
4241,BrainMRI/Training/notumor/Tr-no_1446.jpg,notumor
3702,BrainMRI/Training/pituitary/Tr-pi_0925.jpg,pituitary
2582,BrainMRI/Training/meningioma/Tr-me_0623.jpg,meningioma
1270,BrainMRI/Training/glioma/Tr-gl_1304.jpg,glioma
73,BrainMRI/Training/glioma/Tr-gl_0839.jpg,glioma
3645,BrainMRI/Training/pituitary/Tr-pi_1398.jpg,pituitary
1228,BrainMRI/Training/glioma/Tr-gl_1163.jpg,glioma
3218,BrainMRI/Training/pituitary/Tr-pi_0407.jpg,pituitary
2388,BrainMRI/Training/meningioma/Tr-me_1221.jpg,meningioma
3835,BrainMRI/Training/pituitary/Tr-pi_0728.jpg,pituitary
3815,BrainMRI/Training/pituitary/Tr-pi_0572.jpg,pituitary
5379,BrainMRI/Training/notumor/Tr-noTr_0006.jpg,notumor
2949,BrainMRI/Training/pituitary/Tr-pi_0135.jpg,pituitary
865,BrainMRI/Training/glioma/Tr-gl_0031.jpg,glioma
1797,BrainMRI/Training/meningioma/Tr-me_0207.jpg,meningioma
1248,BrainMRI/Training/glioma/Tr-gl_0692.jpg,glioma
4150,BrainMRI/Training/notumor/Tr-no_1590.jpg,notumor
2532,BrainMRI/Training/meningioma/Tr-me_0876.jpg,meningioma
2179,BrainMRI/Training/meningioma/Tr-me_1168.jpg,meningioma
957,BrainMRI/Training/glioma/Tr-glTr_0006.jpg,glioma
5557,BrainMRI/Training/notumor/Tr-no_0882.jpg,notumor
5372,BrainMRI/Training/notumor/Tr-no_1225.jpg,notumor
3429,BrainMRI/Training/pituitary/Tr-pi_0671.jpg,pituitary
746,BrainMRI/Training/glioma/Tr-gl_0693.jpg,glioma
239,BrainMRI/Training/glioma/Tr-gl_0166.jpg,glioma
142,BrainMRI/Training/glioma/Tr-gl_0625.jpg,glioma
1729,BrainMRI/Training/meningioma/Tr-me_0589.jpg,meningioma
1511,BrainMRI/Training/meningioma/Tr-me_0450.jpg,meningioma
4244,BrainMRI/Training/notumor/Tr-no_1458.jpg,notumor
4422,BrainMRI/Training/notumor/Tr-no_0600.jpg,notumor
4071,BrainMRI/Training/pituitary/Tr-pi_0566.jpg,pituitary
4569,BrainMRI/Training/notumor/Tr-no_0389.jpg,notumor
4480,BrainMRI/Training/notumor/Tr-no_1397.jpg,notumor
3549,BrainMRI/Training/pituitary/Tr-pi_0982.jpg,pituitary
1359,BrainMRI/Training/meningioma/Tr-me_0020.jpg,meningioma
3386,BrainMRI/Training/pituitary/Tr-pi_0957.jpg,pituitary
2048,BrainMRI/Training/meningioma/Tr-me_1218.jpg,meningioma
1974,BrainMRI/Training/meningioma/Tr-me_0958.jpg,meningioma
170,BrainMRI/Training/glioma/Tr-gl_0967.jpg,glioma
5133,BrainMRI/Training/notumor/Tr-no_0065.jpg,notumor
1446,BrainMRI/Training/meningioma/Tr-me_1150.jpg,meningioma
3692,BrainMRI/Training/pituitary/Tr-pi_0608.jpg,pituitary
5631,BrainMRI/Training/notumor/Tr-no_0803.jpg,notumor
2102,BrainMRI/Training/meningioma/Tr-me_0099.jpg,meningioma
3392,BrainMRI/Training/pituitary/Tr-pi_0409.jpg,pituitary
2062,BrainMRI/Training/meningioma/Tr-me_1047.jpg,meningioma
1791,BrainMRI/Training/meningioma/Tr-me_1286.jpg,meningioma
1244,BrainMRI/Training/glioma/Tr-gl_0799.jpg,glioma
4500,BrainMRI/Training/notumor/Tr-no_1291.jpg,notumor
997,BrainMRI/Training/glioma/Tr-gl_1167.jpg,glioma
620,BrainMRI/Training/glioma/Tr-gl_0825.jpg,glioma
2001,BrainMRI/Training/meningioma/Tr-me_0286.jpg,meningioma
3697,BrainMRI/Training/pituitary/Tr-pi_0493.jpg,pituitary
3795,BrainMRI/Training/pituitary/Tr-pi_1353.jpg,pituitary
3436,BrainMRI/Training/pituitary/Tr-pi_0635.jpg,pituitary
1692,BrainMRI/Training/meningioma/Tr-me_1296.jpg,meningioma
2848,BrainMRI/Training/pituitary/Tr-pi_0351.jpg,pituitary
2294,BrainMRI/Training/meningioma/Tr-me_0234.jpg,meningioma
1586,BrainMRI/Training/meningioma/Tr-me_0440.jpg,meningioma
4083,BrainMRI/Training/pituitary/Tr-pi_0289.jpg,pituitary
5638,BrainMRI/Training/notumor/Tr-no_1211.jpg,notumor
5369,BrainMRI/Training/notumor/Tr-no_0291.jpg,notumor
769,BrainMRI/Training/glioma/Tr-gl_0385.jpg,glioma
4512,BrainMRI/Training/notumor/Tr-no_1009.jpg,notumor
1193,BrainMRI/Training/glioma/Tr-gl_0130.jpg,glioma
5041,BrainMRI/Training/notumor/Tr-no_0889.jpg,notumor
1371,BrainMRI/Training/meningioma/Tr-me_1315.jpg,meningioma
5618,BrainMRI/Training/notumor/Tr-no_1071.jpg,notumor
3710,BrainMRI/Training/pituitary/Tr-pi_0138.jpg,pituitary
2228,BrainMRI/Training/meningioma/Tr-me_0544.jpg,meningioma
4446,BrainMRI/Training/notumor/Tr-no_1115.jpg,notumor
4612,BrainMRI/Training/notumor/Tr-no_0530.jpg,notumor
4043,BrainMRI/Training/pituitary/Tr-pi_1135.jpg,pituitary
2422,BrainMRI/Training/meningioma/Tr-me_0874.jpg,meningioma
2686,BrainMRI/Training/pituitary/Tr-pi_0193.jpg,pituitary
4115,BrainMRI/Training/pituitary/Tr-pi_1366.jpg,pituitary
1679,BrainMRI/Training/meningioma/Tr-me_0800.jpg,meningioma
1461,BrainMRI/Training/meningioma/Tr-me_1324.jpg,meningioma
3268,BrainMRI/Training/pituitary/Tr-pi_0062.jpg,pituitary
4602,BrainMRI/Training/notumor/Tr-no_0680.jpg,notumor
4861,BrainMRI/Training/notumor/Tr-no_1126.jpg,notumor
2907,BrainMRI/Training/pituitary/Tr-pi_1401.jpg,pituitary
4077,BrainMRI/Training/pituitary/Tr-pi_0343.jpg,pituitary
199,BrainMRI/Training/glioma/Tr-gl_0723.jpg,glioma
5677,BrainMRI/Training/notumor/Tr-no_0998.jpg,notumor
1069,BrainMRI/Training/glioma/Tr-gl_0249.jpg,glioma
2904,BrainMRI/Training/pituitary/Tr-pi_0277.jpg,pituitary
235,BrainMRI/Training/glioma/Tr-gl_1183.jpg,glioma
2484,BrainMRI/Training/meningioma/Tr-me_0891.jpg,meningioma
5143,BrainMRI/Training/notumor/Tr-no_0219.jpg,notumor
4526,BrainMRI/Training/notumor/Tr-no_1435.jpg,notumor
5592,BrainMRI/Training/notumor/Tr-no_1582.jpg,notumor
1715,BrainMRI/Training/meningioma/Tr-me_0730.jpg,meningioma
1063,BrainMRI/Training/glioma/Tr-gl_0622.jpg,glioma
3105,BrainMRI/Training/pituitary/Tr-pi_0856.jpg,pituitary
2039,BrainMRI/Training/meningioma/Tr-me_0825.jpg,meningioma
2654,BrainMRI/Training/meningioma/Tr-me_0535.jpg,meningioma
1363,BrainMRI/Training/meningioma/Tr-me_1079.jpg,meningioma
5155,BrainMRI/Training/notumor/Tr-no_1174.jpg,notumor
4221,BrainMRI/Training/notumor/Tr-no_0628.jpg,notumor
2143,BrainMRI/Training/meningioma/Tr-me_0526.jpg,meningioma
332,BrainMRI/Training/glioma/Tr-gl_0278.jpg,glioma
2840,BrainMRI/Training/pituitary/Tr-pi_1014.jpg,pituitary
1171,BrainMRI/Training/glioma/Tr-gl_1006.jpg,glioma
2598,BrainMRI/Training/meningioma/Tr-me_0341.jpg,meningioma
1594,BrainMRI/Training/meningioma/Tr-me_1207.jpg,meningioma
828,BrainMRI/Training/glioma/Tr-gl_1244.jpg,glioma
1599,BrainMRI/Training/meningioma/Tr-me_0844.jpg,meningioma
2469,BrainMRI/Training/meningioma/Tr-me_0884.jpg,meningioma
4379,BrainMRI/Training/notumor/Tr-no_1189.jpg,notumor
1140,BrainMRI/Training/glioma/Tr-gl_0894.jpg,glioma
1522,BrainMRI/Training/meningioma/Tr-me_1210.jpg,meningioma
4292,BrainMRI/Training/notumor/Tr-no_1099.jpg,notumor
3977,BrainMRI/Training/pituitary/Tr-pi_0068.jpg,pituitary
4539,BrainMRI/Training/notumor/Tr-no_1209.jpg,notumor
2358,BrainMRI/Training/meningioma/Tr-me_0100.jpg,meningioma
2376,BrainMRI/Training/meningioma/Tr-me_0668.jpg,meningioma
1777,BrainMRI/Training/meningioma/Tr-me_1022.jpg,meningioma
4457,BrainMRI/Training/notumor/Tr-no_1371.jpg,notumor
2247,BrainMRI/Training/meningioma/Tr-me_0496.jpg,meningioma
2153,BrainMRI/Training/meningioma/Tr-me_0910.jpg,meningioma
3228,BrainMRI/Training/pituitary/Tr-pi_0489.jpg,pituitary
201,BrainMRI/Training/glioma/Tr-gl_1277.jpg,glioma
4546,BrainMRI/Training/notumor/Tr-no_0966.jpg,notumor
5540,BrainMRI/Training/notumor/Tr-no_0587.jpg,notumor
5457,BrainMRI/Training/notumor/Tr-no_0073.jpg,notumor
5548,BrainMRI/Training/notumor/Tr-no_0876.jpg,notumor
5568,BrainMRI/Training/notumor/Tr-no_0249.jpg,notumor
19,BrainMRI/Training/glioma/Tr-gl_1063.jpg,glioma
1146,BrainMRI/Training/glioma/Tr-gl_1151.jpg,glioma
3018,BrainMRI/Training/pituitary/Tr-pi_1410.jpg,pituitary
5462,BrainMRI/Training/notumor/Tr-no_0431.jpg,notumor
3242,BrainMRI/Training/pituitary/Tr-pi_1315.jpg,pituitary
4127,BrainMRI/Training/notumor/Tr-no_0078.jpg,notumor
3561,BrainMRI/Training/pituitary/Tr-pi_0349.jpg,pituitary
5688,BrainMRI/Training/notumor/Tr-no_0191.jpg,notumor
5189,BrainMRI/Training/notumor/Tr-no_0836.jpg,notumor
2541,BrainMRI/Training/meningioma/Tr-me_0610.jpg,meningioma
17,BrainMRI/Training/glioma/Tr-gl_1260.jpg,glioma
1674,BrainMRI/Training/meningioma/Tr-me_0685.jpg,meningioma
8,BrainMRI/Training/glioma/Tr-gl_0271.jpg,glioma
2023,BrainMRI/Training/meningioma/Tr-me_0054.jpg,meningioma
5455,BrainMRI/Training/notumor/Tr-no_0894.jpg,notumor
869,BrainMRI/Training/glioma/Tr-gl_0220.jpg,glioma
3491,BrainMRI/Training/pituitary/Tr-pi_0158.jpg,pituitary
1609,BrainMRI/Training/meningioma/Tr-me_0591.jpg,meningioma
4044,BrainMRI/Training/pituitary/Tr-pi_0259.jpg,pituitary
4112,BrainMRI/Training/pituitary/Tr-pi_0424.jpg,pituitary
3237,BrainMRI/Training/pituitary/Tr-pi_0257.jpg,pituitary
980,BrainMRI/Training/glioma/Tr-gl_0060.jpg,glioma
4877,BrainMRI/Training/notumor/Tr-no_0781.jpg,notumor
2760,BrainMRI/Training/pituitary/Tr-pi_0205.jpg,pituitary
1428,BrainMRI/Training/meningioma/Tr-me_0371.jpg,meningioma
1731,BrainMRI/Training/meningioma/Tr-me_0238.jpg,meningioma
2906,BrainMRI/Training/pituitary/Tr-pi_0762.jpg,pituitary
5569,BrainMRI/Training/notumor/Tr-no_0780.jpg,notumor
3213,BrainMRI/Training/pituitary/Tr-pi_0532.jpg,pituitary
2417,BrainMRI/Training/meningioma/Tr-me_0216.jpg,meningioma
3935,BrainMRI/Training/pituitary/Tr-pi_0499.jpg,pituitary
1492,BrainMRI/Training/meningioma/Tr-me_0656.jpg,meningioma
1051,BrainMRI/Training/glioma/Tr-gl_0618.jpg,glioma
5166,BrainMRI/Training/notumor/Tr-no_1016.jpg,notumor
382,BrainMRI/Training/glioma/Tr-gl_0855.jpg,glioma
4237,BrainMRI/Training/notumor/Tr-no_0014.jpg,notumor
988,BrainMRI/Training/glioma/Tr-gl_0498.jpg,glioma
3579,BrainMRI/Training/pituitary/Tr-pi_0631.jpg,pituitary
910,BrainMRI/Training/glioma/Tr-gl_0085.jpg,glioma
3627,BrainMRI/Training/pituitary/Tr-pi_0578.jpg,pituitary
2628,BrainMRI/Training/meningioma/Tr-me_0082.jpg,meningioma
5467,BrainMRI/Training/notumor/Tr-no_0728.jpg,notumor
4690,BrainMRI/Training/notumor/Tr-no_1085.jpg,notumor
5502,BrainMRI/Training/notumor/Tr-no_0090.jpg,notumor
4895,BrainMRI/Training/notumor/Tr-no_0898.jpg,notumor
4260,BrainMRI/Training/notumor/Tr-no_1548.jpg,notumor
590,BrainMRI/Training/glioma/Tr-gl_1070.jpg,glioma
4830,BrainMRI/Training/notumor/Tr-no_0622.jpg,notumor
1761,BrainMRI/Training/meningioma/Tr-me_1151.jpg,meningioma
5070,BrainMRI/Training/notumor/Tr-no_0148.jpg,notumor
3998,BrainMRI/Training/pituitary/Tr-pi_1289.jpg,pituitary
4321,BrainMRI/Training/notumor/Tr-no_0392.jpg,notumor
3177,BrainMRI/Training/pituitary/Tr-pi_1451.jpg,pituitary
4615,BrainMRI/Training/notumor/Tr-no_0425.jpg,notumor
1672,BrainMRI/Training/meningioma/Tr-me_1188.jpg,meningioma
4520,BrainMRI/Training/notumor/Tr-no_0501.jpg,notumor
1251,BrainMRI/Training/glioma/Tr-gl_1317.jpg,glioma
4012,BrainMRI/Training/pituitary/Tr-pi_0722.jpg,pituitary
385,BrainMRI/Training/glioma/Tr-gl_1296.jpg,glioma
3217,BrainMRI/Training/pituitary/Tr-pi_1273.jpg,pituitary
2000,BrainMRI/Training/meningioma/Tr-me_1302.jpg,meningioma
5361,BrainMRI/Training/notumor/Tr-no_0696.jpg,notumor
4063,BrainMRI/Training/pituitary/Tr-pi_1109.jpg,pituitary
3841,BrainMRI/Training/pituitary/Tr-pi_1159.jpg,pituitary
4710,BrainMRI/Training/notumor/Tr-no_0493.jpg,notumor
1466,BrainMRI/Training/meningioma/Tr-me_0778.jpg,meningioma
948,BrainMRI/Training/glioma/Tr-gl_0763.jpg,glioma
1950,BrainMRI/Training/meningioma/Tr-me_0413.jpg,meningioma
3911,BrainMRI/Training/pituitary/Tr-pi_1321.jpg,pituitary
5077,BrainMRI/Training/notumor/Tr-no_1503.jpg,notumor
2137,BrainMRI/Training/meningioma/Tr-me_0202.jpg,meningioma
956,BrainMRI/Training/glioma/Tr-gl_1076.jpg,glioma
949,BrainMRI/Training/glioma/Tr-gl_0720.jpg,glioma
4904,BrainMRI/Training/notumor/Tr-no_0563.jpg,notumor
4212,BrainMRI/Training/notumor/Tr-no_0824.jpg,notumor
246,BrainMRI/Training/glioma/Tr-gl_0724.jpg,glioma
4729,BrainMRI/Training/notumor/Tr-no_1574.jpg,notumor
3871,BrainMRI/Training/pituitary/Tr-pi_0977.jpg,pituitary
5687,BrainMRI/Training/notumor/Tr-no_1383.jpg,notumor
4909,BrainMRI/Training/notumor/Tr-no_0145.jpg,notumor
4384,BrainMRI/Training/notumor/Tr-no_1501.jpg,notumor
4322,BrainMRI/Training/notumor/Tr-no_0549.jpg,notumor
